('Epochs; batch_size; layer1; layer2; func1; func2; func_out', accuracy)
('20; 1000; 128; 48; softmax; relu; relu', 0.15083967)
('20; 1000; 128; 48; relu; softmax; relu', 0.15083967)
('20; 1000; 128; 48; relu; relu; sigmoid', 0.15083967)
('30; 250; 128; 48; sigmoid; softmax; relu', 0.15083967)
('30; 250; 128; 48; sigmoid; relu; relu', 0.15083967)
('30; 250; 128; 48; softmax; sigmoid; relu', 0.15083967)
('30; 250; 128; 48; softmax; softmax; relu', 0.15083967)
('30; 250; 128; 48; softmax; relu; relu', 0.15083967)
('30; 250; 128; 48; relu; sigmoid; relu', 0.15083967)
('30; 250; 128; 48; relu; softmax; relu', 0.15083967)
('30; 250; 128; 48; relu; relu; sigmoid', 0.15083967)
('30; 500; 128; 48; sigmoid; sigmoid; relu', 0.15083967)
('30; 500; 128; 48; sigmoid; softmax; relu', 0.15083967)
('30; 500; 128; 48; sigmoid; relu; relu', 0.15083967)
('30; 500; 128; 48; softmax; sigmoid; relu', 0.15083967)
('30; 500; 128; 48; softmax; softmax; relu', 0.15083967)
('30; 500; 128; 48; softmax; relu; relu', 0.15083967)
('30; 500; 128; 48; relu; softmax; relu', 0.15083967)
('30; 750; 128; 48; sigmoid; softmax; relu', 0.15083967)
('30; 750; 128; 48; sigmoid; relu; relu', 0.15083967)
('30; 750; 128; 48; softmax; sigmoid; relu', 0.15083967)
('30; 750; 128; 48; softmax; softmax; relu', 0.15083967)
('30; 750; 128; 48; softmax; relu; relu', 0.15083967)
('30; 750; 128; 48; relu; sigmoid; relu', 0.15083967)
('30; 750; 128; 48; relu; softmax; relu', 0.15083967)
('30; 750; 128; 48; relu; relu; sigmoid', 0.15083967)
('30; 1000; 128; 48; sigmoid; sigmoid; relu', 0.15083967)
('30; 1000; 128; 48; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 128; 48; sigmoid; relu; relu', 0.15083967)
('30; 1000; 128; 48; softmax; sigmoid; relu', 0.15083967)
('30; 1000; 128; 48; softmax; softmax; relu', 0.15083967)
('30; 1000; 128; 48; softmax; relu; relu', 0.15083967)
('30; 1000; 128; 48; relu; sigmoid; relu', 0.15083967)
('30; 1000; 128; 48; relu; softmax; relu', 0.15083967)
('30; 1000; 128; 48; relu; relu; sigmoid', 0.15083967)
('10; 250; 128; 32; sigmoid; softmax; relu', 0.15083967)
('10; 250; 128; 32; sigmoid; relu; relu', 0.15083967)
('10; 250; 128; 32; softmax; sigmoid; relu', 0.15083967)
('10; 250; 128; 32; softmax; relu; relu', 0.15083967)
('10; 250; 128; 32; relu; sigmoid; relu', 0.15083967)
('10; 250; 128; 32; relu; softmax; relu', 0.15083967)
('10; 250; 128; 32; relu; relu; sigmoid', 0.15083967)
('10; 500; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('10; 500; 128; 32; sigmoid; softmax; relu', 0.15083967)
('10; 500; 128; 32; sigmoid; relu; relu', 0.15083967)
('10; 500; 128; 32; softmax; sigmoid; relu', 0.15083967)
('10; 500; 128; 32; softmax; softmax; relu', 0.15083967)
('10; 500; 128; 32; relu; softmax; relu', 0.15083967)
('10; 750; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('10; 750; 128; 32; softmax; softmax; sigmoid', 0.15083967)
('10; 750; 128; 32; softmax; softmax; relu', 0.15083967)
('10; 750; 128; 32; softmax; relu; relu', 0.15083967)
('10; 750; 128; 32; relu; sigmoid; relu', 0.15083967)
('10; 750; 128; 32; relu; softmax; sigmoid', 0.15083967)
('10; 750; 128; 32; relu; relu; relu', 0.15083967)
('10; 1000; 128; 32; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 128; 32; sigmoid; relu; relu', 0.15083967)
('10; 1000; 128; 32; softmax; softmax; relu', 0.15083967)
('10; 1000; 128; 32; relu; sigmoid; relu', 0.15083967)
('20; 250; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 250; 128; 32; sigmoid; softmax; relu', 0.15083967)
('20; 250; 128; 32; sigmoid; relu; relu', 0.15083967)
('20; 250; 128; 32; softmax; sigmoid; relu', 0.15083967)
('20; 250; 128; 32; softmax; relu; relu', 0.15083967)
('20; 250; 128; 32; relu; softmax; relu', 0.15083967)
('20; 250; 128; 32; relu; relu; sigmoid', 0.15083967)
('20; 500; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 500; 128; 32; sigmoid; softmax; relu', 0.15083967)
('20; 500; 128; 32; softmax; sigmoid; relu', 0.15083967)
('20; 500; 128; 32; softmax; softmax; relu', 0.15083967)
('20; 500; 128; 32; softmax; relu; relu', 0.15083967)
('20; 500; 128; 32; relu; sigmoid; relu', 0.15083967)
('20; 500; 128; 32; relu; softmax; relu', 0.15083967)
('20; 500; 128; 32; relu; relu; relu', 0.15083967)
('20; 750; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 750; 128; 32; sigmoid; softmax; relu', 0.15083967)
('20; 750; 128; 32; softmax; sigmoid; relu', 0.15083967)
('20; 750; 128; 32; softmax; softmax; relu', 0.15083967)
('20; 750; 128; 32; softmax; relu; relu', 0.15083967)
('20; 750; 128; 32; relu; softmax; relu', 0.15083967)
('20; 750; 128; 32; relu; relu; sigmoid', 0.15083967)
('20; 750; 128; 32; relu; relu; relu', 0.15083967)
('20; 1000; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 1000; 128; 32; sigmoid; softmax; relu', 0.15083967)
('20; 1000; 128; 32; sigmoid; relu; relu', 0.15083967)
('20; 1000; 128; 32; softmax; softmax; relu', 0.15083967)
('20; 1000; 128; 32; relu; sigmoid; relu', 0.15083967)
('20; 1000; 128; 32; relu; softmax; relu', 0.15083967)
('30; 250; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 250; 128; 32; sigmoid; softmax; relu', 0.15083967)
('30; 250; 128; 32; sigmoid; relu; relu', 0.15083967)
('30; 250; 128; 32; softmax; sigmoid; relu', 0.15083967)
('30; 250; 128; 32; softmax; softmax; relu', 0.15083967)
('30; 250; 128; 32; softmax; relu; relu', 0.15083967)
('30; 250; 128; 32; relu; softmax; relu', 0.15083967)
('30; 250; 128; 32; relu; relu; sigmoid', 0.15083967)
('30; 500; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 500; 128; 32; sigmoid; softmax; relu', 0.15083967)
('30; 500; 128; 32; softmax; softmax; relu', 0.15083967)
('30; 500; 128; 32; softmax; relu; relu', 0.15083967)
('30; 500; 128; 32; relu; sigmoid; relu', 0.15083967)
('30; 500; 128; 32; relu; softmax; relu', 0.15083967)
('30; 500; 128; 32; relu; relu; sigmoid', 0.15083967)
('30; 500; 128; 32; relu; relu; relu', 0.15083967)
('30; 750; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 128; 32; sigmoid; softmax; relu', 0.15083967)
('30; 750; 128; 32; sigmoid; relu; relu', 0.15083967)
('30; 750; 128; 32; softmax; sigmoid; relu', 0.15083967)
('30; 750; 128; 32; softmax; softmax; relu', 0.15083967)
('30; 750; 128; 32; softmax; relu; relu', 0.15083967)
('30; 750; 128; 32; relu; softmax; relu', 0.15083967)
('30; 1000; 128; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 1000; 128; 32; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 128; 32; sigmoid; relu; relu', 0.15083967)
('30; 1000; 128; 32; softmax; softmax; relu', 0.15083967)
('30; 1000; 128; 32; relu; softmax; relu', 0.15083967)
('10; 250; 128; 16; sigmoid; softmax; relu', 0.15083967)
('10; 250; 128; 16; sigmoid; relu; relu', 0.15083967)
('10; 250; 128; 16; softmax; sigmoid; relu', 0.15083967)
('10; 250; 128; 16; softmax; softmax; relu', 0.15083967)
('10; 250; 128; 16; softmax; relu; relu', 0.15083967)
('10; 250; 128; 16; relu; sigmoid; relu', 0.15083967)
('10; 250; 128; 16; relu; softmax; relu', 0.15083967)
('10; 500; 128; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 500; 128; 16; sigmoid; softmax; relu', 0.15083967)
('10; 500; 128; 16; softmax; sigmoid; relu', 0.15083967)
('10; 500; 128; 16; softmax; softmax; relu', 0.15083967)
('10; 500; 128; 16; softmax; relu; relu', 0.15083967)
('10; 500; 128; 16; relu; sigmoid; relu', 0.15083967)
('10; 500; 128; 16; relu; relu; sigmoid', 0.15083967)
('10; 750; 128; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 750; 128; 16; softmax; sigmoid; relu', 0.15083967)
('10; 750; 128; 16; softmax; softmax; relu', 0.15083967)
('10; 750; 128; 16; softmax; relu; sigmoid', 0.15083967)
('10; 750; 128; 16; softmax; relu; relu', 0.15083967)
('10; 750; 128; 16; relu; softmax; softmax', 0.15083967)
('10; 750; 128; 16; relu; relu; relu', 0.15083967)
('10; 1000; 128; 16; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 128; 16; softmax; softmax; relu', 0.15083967)
('10; 1000; 128; 16; softmax; relu; relu', 0.15083967)
('10; 1000; 128; 16; relu; relu; sigmoid', 0.15083967)
('10; 1000; 128; 16; relu; relu; relu', 0.15083967)
('20; 250; 128; 16; sigmoid; sigmoid; relu', 0.15083967)
('20; 250; 128; 16; sigmoid; relu; relu', 0.15083967)
('20; 250; 128; 16; softmax; sigmoid; relu', 0.15083967)
('20; 250; 128; 16; softmax; softmax; relu', 0.15083967)
('20; 250; 128; 16; softmax; relu; relu', 0.15083967)
('20; 250; 128; 16; relu; softmax; relu', 0.15083967)
('20; 250; 128; 16; relu; relu; sigmoid', 0.15083967)
('20; 250; 128; 16; relu; relu; relu', 0.15083967)
('20; 500; 128; 16; sigmoid; sigmoid; relu', 0.15083967)
('20; 500; 128; 16; sigmoid; softmax; relu', 0.15083967)
('20; 500; 128; 16; sigmoid; relu; relu', 0.15083967)
('20; 500; 128; 16; softmax; softmax; relu', 0.15083967)
('20; 500; 128; 16; softmax; relu; relu', 0.15083967)
('20; 500; 128; 16; relu; sigmoid; relu', 0.15083967)
('20; 500; 128; 16; relu; softmax; relu', 0.15083967)
('20; 750; 128; 16; softmax; sigmoid; relu', 0.15083967)
('20; 750; 128; 16; softmax; softmax; relu', 0.15083967)
('20; 750; 128; 16; softmax; relu; relu', 0.15083967)
('20; 750; 128; 16; relu; softmax; relu', 0.15083967)
('20; 1000; 128; 16; sigmoid; sigmoid; relu', 0.15083967)
('20; 1000; 128; 16; sigmoid; softmax; relu', 0.15083967)
('20; 1000; 128; 16; softmax; softmax; relu', 0.15083967)
('20; 1000; 128; 16; softmax; relu; relu', 0.15083967)
('20; 1000; 128; 16; relu; sigmoid; relu', 0.15083967)
('20; 1000; 128; 16; relu; softmax; relu', 0.15083967)
('20; 1000; 128; 16; relu; relu; sigmoid', 0.15083967)
('30; 250; 128; 16; sigmoid; sigmoid; relu', 0.15083967)
('30; 250; 128; 16; sigmoid; softmax; relu', 0.15083967)
('30; 250; 128; 16; sigmoid; relu; relu', 0.15083967)
('30; 250; 128; 16; softmax; sigmoid; relu', 0.15083967)
('30; 250; 128; 16; softmax; softmax; relu', 0.15083967)
('30; 250; 128; 16; softmax; relu; relu', 0.15083967)
('30; 250; 128; 16; relu; softmax; relu', 0.15083967)
('30; 250; 128; 16; relu; relu; sigmoid', 0.15083967)
('30; 500; 128; 16; sigmoid; sigmoid; relu', 0.15083967)
('30; 500; 128; 16; sigmoid; softmax; relu', 0.15083967)
('30; 500; 128; 16; sigmoid; relu; relu', 0.15083967)
('30; 500; 128; 16; softmax; sigmoid; relu', 0.15083967)
('30; 500; 128; 16; softmax; softmax; relu', 0.15083967)
('30; 500; 128; 16; softmax; relu; relu', 0.15083967)
('30; 500; 128; 16; relu; softmax; relu', 0.15083967)
('30; 500; 128; 16; relu; relu; sigmoid', 0.15083967)
('30; 750; 128; 16; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 128; 16; sigmoid; softmax; relu', 0.15083967)
('30; 750; 128; 16; sigmoid; relu; relu', 0.15083967)
('30; 750; 128; 16; softmax; sigmoid; relu', 0.15083967)
('30; 750; 128; 16; softmax; softmax; relu', 0.15083967)
('30; 750; 128; 16; softmax; relu; relu', 0.15083967)
('30; 750; 128; 16; relu; softmax; relu', 0.15083967)
('30; 750; 128; 16; relu; relu; sigmoid', 0.15083967)
('30; 1000; 128; 16; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 128; 16; softmax; sigmoid; relu', 0.15083967)
('30; 1000; 128; 16; softmax; softmax; relu', 0.15083967)
('30; 1000; 128; 16; softmax; relu; relu', 0.15083967)
('30; 1000; 128; 16; relu; softmax; relu', 0.15083967)
('10; 250; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('10; 250; 112; 64; sigmoid; softmax; relu', 0.15083967)
('10; 250; 112; 64; softmax; sigmoid; relu', 0.15083967)
('10; 250; 112; 64; softmax; softmax; relu', 0.15083967)
('10; 250; 112; 64; softmax; relu; relu', 0.15083967)
('10; 250; 112; 64; relu; sigmoid; relu', 0.15083967)
('10; 250; 112; 64; relu; softmax; relu', 0.15083967)
('10; 250; 112; 64; relu; relu; sigmoid', 0.15083967)
('10; 500; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('10; 500; 112; 64; sigmoid; softmax; relu', 0.15083967)
('10; 500; 112; 64; softmax; sigmoid; relu', 0.15083967)
('10; 500; 112; 64; softmax; relu; relu', 0.15083967)
('10; 500; 112; 64; relu; softmax; relu', 0.15083967)
('10; 750; 112; 64; sigmoid; softmax; relu', 0.15083967)
('10; 750; 112; 64; softmax; sigmoid; relu', 0.15083967)
('10; 750; 112; 64; softmax; softmax; relu', 0.15083967)
('10; 750; 112; 64; softmax; relu; relu', 0.15083967)
('10; 750; 112; 64; relu; softmax; relu', 0.15083967)
('10; 750; 112; 64; relu; relu; sigmoid', 0.15083967)
('10; 1000; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('10; 1000; 112; 64; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 112; 64; softmax; sigmoid; relu', 0.15083967)
('10; 1000; 112; 64; softmax; softmax; relu', 0.15083967)
('10; 1000; 112; 64; softmax; relu; relu', 0.15083967)
('10; 1000; 112; 64; relu; sigmoid; relu', 0.15083967)
('10; 1000; 112; 64; relu; softmax; relu', 0.15083967)
('20; 250; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('20; 250; 112; 64; sigmoid; softmax; relu', 0.15083967)
('20; 250; 112; 64; sigmoid; relu; relu', 0.15083967)
('20; 250; 112; 64; softmax; sigmoid; relu', 0.15083967)
('20; 250; 112; 64; softmax; softmax; relu', 0.15083967)
('20; 250; 112; 64; softmax; relu; relu', 0.15083967)
('20; 250; 112; 64; relu; sigmoid; relu', 0.15083967)
('20; 250; 112; 64; relu; softmax; relu', 0.15083967)
('20; 500; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('20; 500; 112; 64; sigmoid; softmax; relu', 0.15083967)
('20; 500; 112; 64; sigmoid; relu; relu', 0.15083967)
('20; 500; 112; 64; softmax; sigmoid; relu', 0.15083967)
('20; 500; 112; 64; softmax; softmax; relu', 0.15083967)
('20; 500; 112; 64; softmax; relu; relu', 0.15083967)
('20; 500; 112; 64; relu; softmax; relu', 0.15083967)
('20; 500; 112; 64; relu; relu; sigmoid', 0.15083967)
('20; 500; 112; 64; relu; relu; relu', 0.15083967)
('20; 750; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('20; 750; 112; 64; sigmoid; relu; relu', 0.15083967)
('20; 750; 112; 64; softmax; softmax; relu', 0.15083967)
('20; 750; 112; 64; relu; sigmoid; relu', 0.15083967)
('20; 750; 112; 64; relu; softmax; relu', 0.15083967)
('20; 1000; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('20; 1000; 112; 64; sigmoid; softmax; relu', 0.15083967)
('20; 1000; 112; 64; softmax; sigmoid; relu', 0.15083967)
('20; 1000; 112; 64; softmax; softmax; relu', 0.15083967)
('20; 1000; 112; 64; relu; sigmoid; relu', 0.15083967)
('20; 1000; 112; 64; relu; softmax; relu', 0.15083967)
('20; 1000; 112; 64; relu; relu; sigmoid', 0.15083967)
('30; 250; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('30; 250; 112; 64; sigmoid; softmax; relu', 0.15083967)
('30; 250; 112; 64; sigmoid; relu; relu', 0.15083967)
('30; 250; 112; 64; softmax; sigmoid; relu', 0.15083967)
('30; 250; 112; 64; softmax; softmax; relu', 0.15083967)
('30; 250; 112; 64; softmax; relu; relu', 0.15083967)
('30; 250; 112; 64; relu; sigmoid; relu', 0.15083967)
('30; 250; 112; 64; relu; softmax; relu', 0.15083967)
('30; 250; 112; 64; relu; relu; sigmoid', 0.15083967)
('30; 500; 112; 64; sigmoid; softmax; relu', 0.15083967)
('30; 500; 112; 64; sigmoid; relu; relu', 0.15083967)
('30; 500; 112; 64; softmax; softmax; relu', 0.15083967)
('30; 500; 112; 64; softmax; relu; relu', 0.15083967)
('30; 500; 112; 64; relu; relu; sigmoid', 0.15083967)
('30; 750; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 112; 64; sigmoid; softmax; relu', 0.15083967)
('30; 750; 112; 64; sigmoid; relu; relu', 0.15083967)
('30; 750; 112; 64; softmax; softmax; relu', 0.15083967)
('30; 750; 112; 64; softmax; relu; relu', 0.15083967)
('30; 750; 112; 64; relu; sigmoid; relu', 0.15083967)
('30; 750; 112; 64; relu; softmax; relu', 0.15083967)
('30; 1000; 112; 64; sigmoid; sigmoid; relu', 0.15083967)
('30; 1000; 112; 64; sigmoid; relu; relu', 0.15083967)
('30; 1000; 112; 64; softmax; softmax; relu', 0.15083967)
('30; 1000; 112; 64; softmax; relu; relu', 0.15083967)
('30; 1000; 112; 64; relu; sigmoid; relu', 0.15083967)
('30; 1000; 112; 64; relu; softmax; relu', 0.15083967)
('30; 1000; 112; 64; relu; relu; sigmoid', 0.15083967)
('10; 250; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('10; 250; 112; 48; sigmoid; softmax; relu', 0.15083967)
('10; 250; 112; 48; sigmoid; relu; relu', 0.15083967)
('10; 250; 112; 48; softmax; softmax; relu', 0.15083967)
('10; 250; 112; 48; softmax; relu; relu', 0.15083967)
('10; 250; 112; 48; relu; softmax; relu', 0.15083967)
('10; 250; 112; 48; relu; relu; sigmoid', 0.15083967)
('10; 500; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('10; 500; 112; 48; sigmoid; softmax; relu', 0.15083967)
('10; 500; 112; 48; sigmoid; relu; relu', 0.15083967)
('10; 500; 112; 48; softmax; softmax; relu', 0.15083967)
('10; 500; 112; 48; softmax; relu; relu', 0.15083967)
('10; 500; 112; 48; relu; sigmoid; relu', 0.15083967)
('10; 500; 112; 48; relu; softmax; relu', 0.15083967)
('10; 500; 112; 48; relu; relu; sigmoid', 0.15083967)
('10; 750; 112; 48; sigmoid; softmax; relu', 0.15083967)
('10; 750; 112; 48; sigmoid; relu; relu', 0.15083967)
('10; 750; 112; 48; softmax; sigmoid; relu', 0.15083967)
('10; 750; 112; 48; softmax; relu; relu', 0.15083967)
('10; 750; 112; 48; relu; softmax; softmax', 0.15083967)
('10; 750; 112; 48; relu; softmax; relu', 0.15083967)
('10; 750; 112; 48; relu; relu; sigmoid', 0.15083967)
('10; 1000; 112; 48; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 112; 48; softmax; sigmoid; relu', 0.15083967)
('10; 1000; 112; 48; softmax; softmax; relu', 0.15083967)
('10; 1000; 112; 48; softmax; relu; relu', 0.15083967)
('20; 250; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('20; 250; 112; 48; sigmoid; softmax; relu', 0.15083967)
('20; 250; 112; 48; sigmoid; relu; relu', 0.15083967)
('20; 250; 112; 48; softmax; softmax; relu', 0.15083967)
('20; 250; 112; 48; softmax; relu; relu', 0.15083967)
('20; 250; 112; 48; relu; softmax; relu', 0.15083967)
('20; 500; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('20; 500; 112; 48; sigmoid; softmax; relu', 0.15083967)
('20; 500; 112; 48; sigmoid; relu; relu', 0.15083967)
('20; 500; 112; 48; softmax; softmax; relu', 0.15083967)
('20; 500; 112; 48; softmax; relu; relu', 0.15083967)
('20; 500; 112; 48; relu; sigmoid; relu', 0.15083967)
('20; 500; 112; 48; relu; softmax; relu', 0.15083967)
('20; 500; 112; 48; relu; relu; sigmoid', 0.15083967)
('20; 750; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('20; 750; 112; 48; sigmoid; softmax; relu', 0.15083967)
('20; 750; 112; 48; softmax; sigmoid; relu', 0.15083967)
('20; 750; 112; 48; softmax; softmax; relu', 0.15083967)
('20; 750; 112; 48; softmax; relu; relu', 0.15083967)
('20; 750; 112; 48; relu; sigmoid; relu', 0.15083967)
('20; 750; 112; 48; relu; softmax; relu', 0.15083967)
('20; 1000; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('20; 1000; 112; 48; sigmoid; relu; relu', 0.15083967)
('20; 1000; 112; 48; softmax; sigmoid; relu', 0.15083967)
('20; 1000; 112; 48; softmax; softmax; relu', 0.15083967)
('20; 1000; 112; 48; softmax; relu; relu', 0.15083967)
('20; 1000; 112; 48; relu; sigmoid; relu', 0.15083967)
('20; 1000; 112; 48; relu; softmax; relu', 0.15083967)
('20; 1000; 112; 48; relu; relu; sigmoid', 0.15083967)
('30; 250; 112; 48; sigmoid; softmax; relu', 0.15083967)
('30; 250; 112; 48; sigmoid; relu; relu', 0.15083967)
('30; 250; 112; 48; softmax; softmax; relu', 0.15083967)
('30; 250; 112; 48; softmax; relu; relu', 0.15083967)
('30; 500; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('30; 500; 112; 48; sigmoid; softmax; relu', 0.15083967)
('30; 500; 112; 48; sigmoid; relu; relu', 0.15083967)
('30; 500; 112; 48; softmax; sigmoid; relu', 0.15083967)
('30; 500; 112; 48; softmax; softmax; relu', 0.15083967)
('30; 500; 112; 48; softmax; relu; relu', 0.15083967)
('30; 500; 112; 48; relu; sigmoid; relu', 0.15083967)
('30; 500; 112; 48; relu; softmax; relu', 0.15083967)
('30; 500; 112; 48; relu; relu; sigmoid', 0.15083967)
('30; 750; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 112; 48; sigmoid; softmax; relu', 0.15083967)
('30; 750; 112; 48; sigmoid; relu; relu', 0.15083967)
('30; 750; 112; 48; softmax; sigmoid; relu', 0.15083967)
('30; 750; 112; 48; softmax; softmax; relu', 0.15083967)
('30; 750; 112; 48; softmax; relu; relu', 0.15083967)
('30; 750; 112; 48; relu; softmax; relu', 0.15083967)
('30; 1000; 112; 48; sigmoid; sigmoid; relu', 0.15083967)
('30; 1000; 112; 48; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 112; 48; softmax; softmax; relu', 0.15083967)
('30; 1000; 112; 48; relu; sigmoid; relu', 0.15083967)
('30; 1000; 112; 48; relu; relu; sigmoid', 0.15083967)
('10; 250; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
('10; 250; 112; 32; sigmoid; softmax; relu', 0.15083967)
('10; 250; 112; 32; softmax; sigmoid; relu', 0.15083967)
('10; 250; 112; 32; softmax; softmax; relu', 0.15083967)
('10; 250; 112; 32; softmax; relu; relu', 0.15083967)
('10; 250; 112; 32; relu; softmax; relu', 0.15083967)
('10; 250; 112; 32; relu; relu; sigmoid', 0.15083967)
('10; 500; 112; 32; sigmoid; softmax; relu', 0.15083967)
('10; 500; 112; 32; sigmoid; relu; relu', 0.15083967)
('10; 500; 112; 32; softmax; sigmoid; relu', 0.15083967)
('10; 500; 112; 32; softmax; softmax; relu', 0.15083967)
('10; 500; 112; 32; softmax; relu; relu', 0.15083967)
('10; 500; 112; 32; relu; sigmoid; relu', 0.15083967)
('10; 500; 112; 32; relu; softmax; relu', 0.15083967)
('10; 750; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
('10; 750; 112; 32; sigmoid; softmax; relu', 0.15083967)
('10; 750; 112; 32; sigmoid; relu; relu', 0.15083967)
('10; 750; 112; 32; softmax; softmax; relu', 0.15083967)
('10; 750; 112; 32; softmax; relu; relu', 0.15083967)
('10; 750; 112; 32; relu; sigmoid; relu', 0.15083967)
('10; 1000; 112; 32; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 112; 32; sigmoid; relu; relu', 0.15083967)
('10; 1000; 112; 32; softmax; sigmoid; relu', 0.15083967)
('10; 1000; 112; 32; softmax; softmax; relu', 0.15083967)
('10; 1000; 112; 32; relu; sigmoid; relu', 0.15083967)
('10; 1000; 112; 32; relu; softmax; sigmoid', 0.15083967)
('20; 250; 112; 32; sigmoid; softmax; relu', 0.15083967)
('20; 250; 112; 32; sigmoid; relu; relu', 0.15083967)
('20; 250; 112; 32; softmax; softmax; relu', 0.15083967)
('20; 250; 112; 32; softmax; relu; relu', 0.15083967)
('20; 250; 112; 32; relu; sigmoid; relu', 0.15083967)
('20; 250; 112; 32; relu; relu; sigmoid', 0.15083967)
('20; 500; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 500; 112; 32; sigmoid; softmax; relu', 0.15083967)
('20; 500; 112; 32; softmax; softmax; relu', 0.15083967)
('20; 500; 112; 32; softmax; relu; relu', 0.15083967)
('20; 500; 112; 32; relu; softmax; relu', 0.15083967)
('20; 750; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 750; 112; 32; sigmoid; softmax; relu', 0.15083967)
('20; 750; 112; 32; softmax; softmax; relu', 0.15083967)
('20; 750; 112; 32; softmax; relu; relu', 0.15083967)
('20; 750; 112; 32; relu; sigmoid; relu', 0.15083967)
('20; 750; 112; 32; relu; softmax; relu', 0.15083967)
('20; 1000; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 1000; 112; 32; sigmoid; softmax; relu', 0.15083967)
('20; 1000; 112; 32; softmax; sigmoid; relu', 0.15083967)
('20; 1000; 112; 32; softmax; softmax; relu', 0.15083967)
('20; 1000; 112; 32; softmax; relu; relu', 0.15083967)
('20; 1000; 112; 32; relu; softmax; relu', 0.15083967)
('30; 250; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 250; 112; 32; sigmoid; softmax; relu', 0.15083967)
('30; 250; 112; 32; sigmoid; relu; relu', 0.15083967)
('30; 250; 112; 32; softmax; sigmoid; relu', 0.15083967)
('30; 250; 112; 32; softmax; softmax; relu', 0.15083967)
('30; 250; 112; 32; softmax; relu; relu', 0.15083967)
('30; 250; 112; 32; relu; softmax; relu', 0.15083967)
('30; 250; 112; 32; relu; relu; relu', 0.15083967)
('30; 500; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 500; 112; 32; sigmoid; softmax; relu', 0.15083967)
('30; 500; 112; 32; sigmoid; relu; relu', 0.15083967)
('30; 500; 112; 32; softmax; sigmoid; relu', 0.15083967)
('30; 500; 112; 32; softmax; softmax; relu', 0.15083967)
('30; 500; 112; 32; softmax; relu; relu', 0.15083967)
('30; 500; 112; 32; relu; softmax; relu', 0.15083967)
('30; 500; 112; 32; relu; relu; sigmoid', 0.15083967)
('30; 750; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 112; 32; sigmoid; softmax; relu', 0.15083967)
('30; 750; 112; 32; sigmoid; relu; relu', 0.15083967)
('30; 750; 112; 32; softmax; sigmoid; relu', 0.15083967)
('30; 750; 112; 32; softmax; softmax; relu', 0.15083967)
('30; 750; 112; 32; softmax; relu; relu', 0.15083967)
('30; 750; 112; 32; relu; sigmoid; relu', 0.15083967)
('30; 750; 112; 32; relu; softmax; relu', 0.15083967)
('30; 750; 112; 32; relu; relu; relu', 0.15083967)
('30; 1000; 112; 32; sigmoid; sigmoid; relu', 0.15083967)
